sentence	label_text
Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries .	neutral
Pertti Ervi is independent from the Company and its major shareholders .	neutral
Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .	neutral
Poyry Energy GmbH is Austria 's leading engineering and consulting company in the energy , infrastructure and environment sector , owned by Poyry Plc. and the Austrian Verbund AG .	neutral
Poyry is recognized as one of the world 's leading advisors to the global forestry industry .	positive
Precedex is approved for IV sedation of initially intubated and mechanically ventilated patients in intensive care .	positive
Press release 3 September 2009 Ruukki continues to be listed in two Dow Jones Sustainability Indexes : DJSI World and DJSI STOXX .	neutral
Production at the plant will be based on Neste Oil 's proprietary technology that can use a flexible input of any vegetable oil or animal fat .	neutral
Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .	neutral
QPR product family is fully compatible with Microsoft 's Windows 7 operating system .	neutral
Ramirent is a leading company in machinery and equipment rentals for construction and industry .	positive
Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .	positive
Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .	neutral
RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .	neutral
Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .	positive
S&P has kept its `` sell '' rating , while Nordea and UBS have reaffirmed their `` buy '' recommendations .	neutral
Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .	neutral
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .	neutral
South America and Asia are other promising markets .	neutral
Sponda plans to renovate old real estate and develop new property .	neutral
Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .	neutral
Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .	neutral
Stonesoft is a global provider of proven , next generation solutions that simplify network security management .	neutral
Strategic and operational business information is objectively reported .	neutral
Symphony Services provides development services for Aldata GOLD .	neutral
The adjustment measures will be carried out in phases to secure the delivery capability .	neutral
The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .	neutral
The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said .	neutral
The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .	neutral
The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives .	neutral
The company is now withdrawing the second part , EUR 7.2 mn , of the investment commitment .	neutral
The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .	neutral
The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month .	neutral
The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses .	neutral
The deliveries started in April 2006 and will be completed in 2007 .	neutral
The desk will reach its full planned strength of ten persons in autumn 2007 .	neutral
The end-to-end delivery combines the competencies and services from TietoEnators Telecom & Media , Processing & Network and Digital Innovations Business Areas .	neutral
The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .	neutral
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .	neutral
The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .	neutral
The first of the two project phases is expected to be completed by the end of 2012 .	neutral
The group also plans to launch the 270 room Atria Grand , Whitefield , a five star luxury hotel , in 2009 .	neutral
The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .	neutral
The important thing now is to keep the bank 's existing 15,000 customers .	neutral
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .	neutral
The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .	neutral
The Kyroskoski investment is to be completed in late 2011 and the +��+��nekoski investment in the spring of 2012 .	neutral
The new B shares carry the right to dividend and other shareholder rights with effect from today .	neutral
The objective of the St. Petersburg office is first to boost the Company 's maintenance business .	neutral
The office space will rise above the remodeled Cannon Street underground station .	neutral
The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .	neutral
The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .	neutral
The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .	neutral
The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .	neutral
The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .	neutral
The Russian government will contribute 20 % of the necessary funds , he said .	neutral
The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.	neutral
The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .	neutral
The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .	neutral
The share of the share capital of both above mentioned shareholders remains below 5 % .	neutral
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .	neutral
The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .	neutral
The shipyard hopes the regional government in Andalusia can offer its some form of financial support .	neutral
The shopping center will have a prime location right next to the Myllypuro metro station .	positive
The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .	neutral
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .	neutral
The trade is in accordance with the agreement announced on 26 March 2008 .	neutral
The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .	positive
The transaction is expected to be completed next spring .	neutral
The veneer and plywood industry in Sweden is quite small despite the raw material resources .	neutral
These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .	neutral
They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .	neutral
This beauty is an updated version of her chichi loop shade launched in 2001 .	neutral
Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added .	neutral
Tracker G400 is a GPS collar for hunting dogs allowing to monitor the dog 's position and movements with a map application for mobile phones .	neutral
Ulefos Group is the leading supplier of manhole covers in the Nordic countries .	neutral
UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .	positive
Uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company .	neutral
Uponor maintains its full-year guidance for 2010 .	neutral
Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .	neutral
We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the Board .	positive
Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .	neutral
With the Basware Connectivity services , companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice .	neutral
www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .	neutral
Approval by shareholders of Cencorp in accordance with Finnish law .	neutral
Tikkurila has an interesting growth strategy , which we support .	neutral
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .	neutral
` The investment in Matka-Vekka has been reasonable for investors in CapMan funds . '	neutral
`` As a part of the Eseries business promise , the Nokia E50 has been equipped with a variety of email solutions in a small and stylised package , '' said Dave Grannan , general manager , Enterprise Solutions , Nokia .	neutral
`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .	neutral
`` I warmly welcome Michael Frei to Outotec .	positive
`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .	neutral
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .	neutral
`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .	positive
`` The bond gathered subscriptions from some 400 investors and the issued amount can be considered substantial taking into account the main target group -- retail investors , '' Citycon CFO Eero Sihvonen said .	neutral
`` The CHF is a great product .	positive
`` We have significant experience in smartphone functionality , in the development of mobile Internet services , and in uniting the two into a smooth user experience .	positive
18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .	neutral
3G data subscribers are also helping to maintain these growth levels , since data-only subscriptions push for more multiple SIM ownership .	neutral
6 October 2010 - Finnish paints and coatings company Tikkurila Oyj HEL : TIK1V announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .	neutral
A CUT ABOVE Bring the outdoors in with these birch-branch coasters .	neutral
A downloadable instruction sheet , instructional video , and project ideas for the award-winning Everywhere Punch TM Window System can be found at www.fiskars.com .	neutral
A PLUMBING business has announced it is sponsoring a professional darts player .	neutral
A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .	neutral
Estimations indicate that even up to 170 different tablet computers or reading devices will be available in 2011 .	neutral
After piloting , the instrument will be further developed according to the experiences gained .	neutral
As an overall effect of the above-mentioned measures Glaston will recognize non-recurring expenses of EUR 12 million in the fourth quarter of 2008 .	neutral
Based on negotiations with personnel , some 20 % have indicated their willingness to move to the new location .	neutral
BG Crane has a strong customer base in the on-road load handling and related installation and service businesses .	neutral
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .	neutral
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .	neutral
Chargers manufactured under the new platform are suitable for mobile phones , navigators , digital cameras , Bluetooth head sets , media players and other electronic devices .	neutral
com , and we are constantly planning new ways to serve our customers online on a more comprehensive basis , '' says Matti Leminen , President of Anttila Oy .	positive
Elisa will expand the use of this technology provided the pilot proves successful .	neutral
Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .	neutral
Exel wants to serve its industrial customers with individual products .	neutral
Following the impact , the Altima hit a utility pole , causing a live electric line to fall onto the roadway .	neutral
From Merisatama to the far corners of the world Asfaltti Osakeyhti+�� Lemmink+��inen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .	neutral
Furthermore , the company will sell the warehouse and office buildings in Loudeac and Saint Marcel and lease new joint premises for these operations in Morvillars .	neutral
Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .	positive
If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .	neutral
In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 .	neutral
In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .	neutral
In addition to supplying a new headbox and a modern sizing and coating unit , Vaahto Group will provide erection supervision , training and start-up services .	neutral
In Finland , the corresponding service is Alma Media 's Etuovi.com , Finland 's most popular and best known nationwide online service for home and property sales .	neutral
In Penttil+�� 's vision , the most important reason for the transaction is Russia .	neutral
In the Baltics , the merger of the businesses of the two is expected to be completed in early 2008 .	neutral
It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .	neutral
It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .	positive
It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life .	neutral
It s an area that is highly valued , because most of the land there has already been built on .	neutral
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .	neutral
LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .	neutral
LONDON ICIS -- Tikkurila has completed the sale of its powder coatings business to Finnish industrial coatings firm Teknos Group , the Finland-based decorative paints company said on Wednesday .	neutral
M. and a Master of Business Administration MBA .	neutral
Martela is a front runner in providing innovative solutions and customer service Martela designs and supplies interior solutions for working environments and public spaces .	neutral
More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .	neutral
Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .	neutral
New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .	neutral
Nokian Tyres ' tyres are considered genuine winter tyres in Russia .	neutral
One of the installed elevators will be a double-deck elevator , which enables more efficient use of the building 's core space .	positive
One of the opportunities would be to bring all Baltic meat processing to Rakvere , like processing was concentrated at the Vantaa meat-packing unit in Finland , the paper wrote .	neutral
Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .	neutral
Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .	neutral
Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .	neutral
Pharmaceuticals - Belgium This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Belgium .	neutral
Pharmaceuticals - Czech Republic This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic .	neutral
Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands .	neutral
Pharmaceuticals - Spain This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain .	neutral
Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .	neutral
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .	neutral
Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .	neutral
Renzo Piano 's building design will be a wonderful addition to London 's skyline , '' says Noud Veeger , EVP and Area Director for Central and North Europe at KONE .	positive
Reporting in accordance with the merged business operations will start as of January 1 , 2011 .	neutral
Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .	neutral
s already good position in the technical building services market in Ostrobothnia .	neutral
Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures .	neutral
Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots .	neutral
Tekla 's software solutions make customers ' core processes more effective in building and construction , energy distribution , infrastructure management and water supply .	neutral
Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .	neutral
The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .	neutral
The board of directors also proposed that a dividend of EUR0 .20 per outstanding share be paid .	neutral
The company pledged that the new software would render e-mails and other documents much as they appear on desktop computers .	neutral
The company said Offshore segment represented 43 % of the total marine engines orders for the July-September 2010 period , Merchant 33 % , Special vessels 18 % , and Cruise and Ferry , and Ship Design -- 2 % and 3 % , respectively .	neutral
The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .	neutral
The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 .	neutral
The contracts awarded to date , in connection with the system , amount to a total EUR 36 million .	neutral
The corrected chapter is in its entirety below .	neutral
The deal , already approved by shareholders , will be carried out in the first half of 2011 .	neutral
The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .	positive
The deal was worth about EUR 1.2 mn .	neutral
The device offers multimedia performance along with a host of productivity applications , including live stock prices .	neutral
The event can also be viewed as a live audio webcast at www.ahlstrom.com .	neutral
The first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 .	neutral
The most important export markets are Norway , Germany , Russia and France .	neutral
The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 .	neutral
The number of customers is one of the most important parameters in determining the price of electricity networks .	neutral
The order was worth EUR 8mn .	neutral
The potential acquirer is Cencorp Corporation which is a related entity to SAV owing to each of SAV and Cencorp being a subsidiary of the Finnish Savcor Group Oy .	neutral
The record date for dividend distribution is March 14 , 2008 .	neutral
The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .	neutral
The solid fuel is heated before sludge is mixed therein . ''	neutral
The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .	neutral
The ten year rent contract with the right of prolongation on the existing terms , was signed between Stockmann and the owner of the shopping center in 1998 .	neutral
The total donation amount is EUR 1,115,000 .	neutral
The transaction , which includes US$ 1.5 billion euro1 billion in cash , vendor notes and share purchases , is expected to be completed in the first quarter of 2008 , the Finnish-Swedish paper maker said .	neutral
The upgraded factory is scheduled to come on stream in the summer of 2008 .	neutral
The uranium found locally is naturally occurring and it makes sense to extract it in the same way as we do with our other metals . ''	neutral
This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .	neutral
This organization will assume the responsibility for operations in Russia .	neutral
This PC application allows users to copy files and other data from their Nokia mobile device to their computer as well as create backup content .	neutral
Three students from Universiti Sains Malaysia have won a study trip to Helsinki .	neutral
Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .	neutral
To raise consumer awareness and encourage people to recycle their old mobile devices Nokia runs regular recycling campaigns around the world .	neutral
Together they generate Aspo 's goodwill .	neutral
UPM-Kymmene has generated four consecutive quarters of positive Free Cash Flow .	positive
UPM-Kymmene has generated seventeen consecutive quarters of positive Cash Flow from Operations .	positive
Wayne Greensmith , Fiskars Brands UK senior brand manager , said : `` We have launched this as we want to give something back to the community .	neutral
We can choose the most efficient , best overall value option for our customers already at the bidding stage .	positive
We make available the following brand-new market analyses : Cement - UK Cement - Poland Cement - Belgium These analyses give a clear overview of the actual situation and future outlook of the cement industry in some European countries .	neutral
We went to the market with yield guidance of the 7.25 % area , which gave us the flexibility to go up or down by 1-8th .	neutral
When new types of network elements are added to the network , the conversion file is updated by adding the information required for converting the message format of the new network element type to the format understood by the management system .	neutral
When open next year , it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat .	positive
Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .	neutral
Finnish plumbing and heating systems supplier Uponor announced a company-wide cost reduction program in August 2008 .	neutral
Finnish plumbing and heating systems supplier Uponor Corporation ( OMX Helsinki : UNR1V ) said on Tuesday ( 12 August ) that its board of directors has authorised the management to proceed with a company-wide cost reduction program .	positive
A Flurry Analytics spokesperson said that , as it was only measuring Windows Phone 7 data for some weeks , the firm double-checked the data to make sure the 66 per cent rise was not an aberration .	neutral
Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .	negative
Employing 112 in Finland and 280 abroad , the unit recorded first-quarter 2007 sales of 8.6 mln eur , with an operating loss of 1.6 mln eur .	negative
JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .	negative
IT services firm TietoEnator was bucking the general trend , holding flat at 22.70 eur , after slipping back from earlier gains .	negative
Several large stocks tacked lower , however .	negative
TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .	negative
EuroChem Head of Corporate Finance Alexander Gavrilov said : `` I am pleased that we have once again confirmed that EuroChem is able to attract long-term funds at attractive rates .	positive
Under a memorandum of understanding MoU the parties will collaborate in preparing and implementing joint projects in the fields of combined power and heat generation , environmental protection and energy efficient technologies .	positive
We are honored to be acknowledged for our commitment to the industry , especially in Asia Pacific . ''	positive
The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .	positive
Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .	positive
`` Following last year 's good profit development , we have entered the current year in a good position .	positive
HELSINKI (Thomson Financial)- Kemira GrowHow swung into profit in its first quarter earnings on improved sales , especially in its fertilizer business in Europe , which is normally stronger during the first quarter .	positive
Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .	positive
It will focus on improving its profitability next year by streamlining operations .	positive
Mr Lee said he hoped that Neste 's move will ` pave the way for more collaboration projects between our two countries ' .	positive
The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .	positive
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .	positive
The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .	positive
The GeoSolutions technology will leverage Benefon 's GPS solutions by providing Location Based Search Technology , a Communities Platform , location relevant multimedia content and a new and powerful commercial model .	positive
The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .	positive
Those will be partially offset by a 186 mln eur gain on the sale of its Celbi pulp plant in Portugal .	positive
ABB Deutsche Bank upgraded its recommendation on Swiss-Swedish engineering group ABB Ltd. to ` Buy ' from ` Hold ' .	positive
`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .	positive
`` Overall , we 're pleased with the startup curve ... and we 're pleased with the quality of the paper , '' Stora spokeswoman Patricia Dietz said Tuesday .	positive
`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . ''	positive
A memorandum of understanding on cooperation between the Finnish Global Chemical Company KEMIRA and Vietnam National Chemicals Group ( Vinachem ) was signed on this occasion .	positive
Also , it is bringing in `` the right kind of people '' to upgrade its human resources .	positive
At the seminar , a memorandum of understanding on co-operation was signed between the Finnish Kemira Company and Vietnam National Chemical Corporation .	positive
By acquiring RCP , we can combine our strong knowhow with the expertise of a solid local company .	positive
EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .	positive
( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .	positive
Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .	positive
Mr. Atul Chopra , Chief Operating Officer & President , Tecnotree elaborated '' I am eager to see the continued success of the former Tecnomen , bringing Lifetree product to MENA , under the Tecnotree umbrella .	neutral
OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .	positive
Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .	positive
President and CEO Mika Vehvil+��inen says the positive signs are first and foremost emerging outside Finland .	positive
Satama earned Data Management Solutions competency with Business Intelligence specialization recentlyvia the acquisition of Fimentor Oy .	positive
The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .	positive
The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .	positive
The goal is to secure the company 's profitability and competitiveness .	neutral
Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services .	positive
We now have both the opportunity and the responsibility to create a new journalistic culture to serve the readers of Alma Media 's newspapers , `` says Hannu Ollikainen , head of the new Helsinki desk .	neutral
`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .	positive
15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .	positive
Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .	positive
Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .	positive
HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .	positive
HK Ruokatalo now accounts for about 50 % of poultry sales in Finland , and profitability is at a good level .	positive
Kesko Agro Lietuva , the agricultural machinery and grain trader and another member of the Kesko Group , boosted its sales by 42.9 percent to 13.4 million euros , VAT inclusive .	positive
Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .	positive
Metso said it has won an order worth around 40 mln eur to supply a kraftliner board machine to China 's Lee & Man Paper Co. .	positive
The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .	positive
We are very pleased with the fine co-operation between the two countries in recent times , he said .	positive
Aug. 31 , 2009 (Gawker Media delivered by Newstex)-- If you love fishing video games but felt that there just was n't enough wackiness involved , then Activision 's (NASDAQ : ATVI) Rapala : We Fish might just catch your eye with its family-fun hook .	neutral
According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .	neutral
And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .	neutral
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .	neutral
Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says .	neutral
It helps our stakeholders get a better understanding of our operations and the challenges in stainless steel business .	neutral
Mr. Mika Korpinen , APAC Vice President for Comptel concludes : `` Comptel is once again demonstrating the importance of providing reliable delivery and enabling time-to-market .	neutral
Music is provided by all major international and regional labels including Universal Music Group , Sony Music Entertainment , Warner Music , EMI Music , Rotana , Mazzika , Melody Music , Platinum Records , and leading content aggregator The Orchard , as well as thousands of independent labels .	neutral
Strong brand visibility nationally and regionally is of primary importance in home sales , vehicle and consumer advertising .	neutral
Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .	positive
The CL51 is designed to measure cloud base height and vertical visibility in all weather conditions , which makes it an ideal instrument for meteorological applications that rely on reliable cloud height detection .	positive
